doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
hust-ban-dich-tieng-anh-quy-che-dao-tao-2025,data/university/hust-ban-dich-tieng-anh-quy-che-dao-tao-2025.md,Thông báo công bố bản dịch tiếng Anh Quy chế đào tạo năm 2025 (Đại học Bách khoa Hà Nội),https://ctt.hust.edu.vn/Upload/Nguy%E1%BB%85n%20Qu%E1%BB%91c%20%C4%90%E1%BA%A1t/files/DTDH_QDQC/Hoctap/03_%20TB%20cong%20bo%20ban%20dich%20tieng%20Anh%20QCDT%202025.pdf,2026-09-19,not-stated,public-source
hust-hoc-phi-2025-2026,data/university/hust-hoc-phi-2025-2026.md,Học phí năm học 2025-2026 (Đại học Bách khoa Hà Nội),https://ctt.hust.edu.vn/Upload/Nguy%E1%BB%85n%20Qu%E1%BB%91c%20%C4%90%E1%BA%A1t/files/DTDH_QDQC/Hocphi/2025-2026/QD%20HOC%20PHI%20-%202025-2026-final.pdf,2026-09-19,10232/QĐ-ĐHBK (2025-09-12),public-source
hust-quy-che-dao-tao-2025,data/university/hust-quy-che-dao-tao-2025.md,Quy chế đào tạo năm 2025 (Đại học Bách khoa Hà Nội),https://ctt.hust.edu.vn/Upload/Nguy%E1%BB%85n%20Qu%E1%BB%91c%20%C4%90%E1%BA%A1t/files/DTDH_QDQC/Hoctap/QCDT_2025_5445_QD-DHBK.pdf,2026-09-19,5445/QĐ-ĐHBK (2025-05-28),public-source
hust-quy-dinh-ngoai-ngu-k70,data/university/hust-quy-dinh-ngoai-ngu-k70.md,Quy định ngoại ngữ từ khóa K70 (Đại học Bách khoa Hà Nội),https://ctt.hust.edu.vn/Upload/Nguy%E1%BB%85n%20Qu%E1%BB%91c%20%C4%90%E1%BA%A1t/files/DTDH_QDQC/Hoctap/06_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20t%E1%BB%AB%20K70_ch%C3%ADnh%20quy_final.pdf,2026-09-19,not-stated,public-source
hust-quy-dinh-ngoai-ngu-k71,data/university/hust-quy-dinh-ngoai-ngu-k71.md,Quy định ngoại ngữ từ khóa K71 (Đại học Bách khoa Hà Nội),https://ctt.hust.edu.vn/Upload/Nguy%E1%BB%85n%20Qu%E1%BB%91c%20%C4%90%E1%BA%A1t/files/DTDH_QDQC/Hoctap/00_%20Quy%20%C4%91%E1%BB%8Bnh%20ngo%E1%BA%A1i%20ng%E1%BB%AF%20K71_final_%C4%91%C3%A3%20k%C3%BD.pdf,2026-09-19,10828/QĐ-ĐHBK (2026-09-07),public-source
